"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G06003702764005","060372764005","2","1"
"G06003702765001","060372765001","GQ","GQ"
"G06003702765002","060372765002","GQ-PH","GQ-PH"
"G06003702765003","060372765003","4","2"
"G06003702766011","060372766011","1","1"
"G06003702766012","060372766012","2","1"
"G06003702766013","060372766013","1","1"
"G06003702766014","060372766014","1","1"
"G06003702766051","060372766051","9","4"
"G06003702766052","060372766052","9","4"
"G06003702766061","060372766061","9","4"
"G06003702766062","060372766062","10","4"
"G06003702766071","060372766071","3","2"
"G06003702766072","060372766072","3","2"
"G06003702766081","060372766081","13","5"
"G06003702770001","060372770001","2","1"
"G06003702770002","060372770002","3","2"
"G06003702770003","060372770003","1","1"
"G06003702770004","060372770004","2","1"
"G06003702770005","060372770005","1","1"
"G06003702771001","060372771001","4","2"
"G06003702771002","060372771002","3","2"
"G06003702771003","060372771003","3","2"
"G06003702772001","060372772001","21","7"
"G06003702772002","060372772002","24","7"
"G06003702774001","060372774001","13","5"
"G06003702774002","060372774002","PH","PH"
"G06003702780011","060372780011","4","2"
"G06003702780012","060372780012","4","2"
"G06003702781021","060372781021","1","1"
"G06003702781022","060372781022","1","1"
"G06003702781023","060372781023","1","1"
"G06003702911101","060372911101","20","7"
"G06003702911102","060372911102","13","5"
"G06003702911201","060372911201","18","6"
"G06003702911301","060372911301","19","6"
"G06003702911302","060372911302","18","6"
"G06003702911303","060372911303","20","7"
"G06003702912101","060372912101","18","6"
"G06003702912102","060372912102","17","6"
"G06003702912103","060372912103","17","6"
"G06003702912201","060372912201","11","4"
"G06003702912202","060372912202","10","4"
"G06003702912203","060372912203","14","5"
"G06003702913001","060372913001","11","4"
"G06003702913002","060372913002","11","4"
"G06003702913003","060372913003","11","4"
"G06003702920011","060372920011","20","7"
"G06003702920012","060372920012","7","3"
"G06003702920021","060372920021","10","4"
"G06003702920022","060372920022","9","4"
"G06003702932031","060372932031","15","6"
"G06003702932032","060372932032","15","6"
"G06003702932041","060372932041","12","5"
"G06003702932042","060372932042","14","5"
"G06003702932051","060372932051","21","7"
"G06003702932052","060372932052","21","7"
"G06003702932061","060372932061","20","7"
"G06003702932062","060372932062","19","6"
"G06003702933011","060372933011","12","5"
"G06003702933021","060372933021","13","5"
"G06003702933022","060372933022","14","5"
"G06003702933041","060372933041","13","5"
"G06003702933042","060372933042","25","8"
"G06003702933061","060372933061","11","4"
"G06003702933062","060372933062","9","4"
"G06003702933071","060372933071","28","8"
"G06003702933072","060372933072","31","8"
"G06003702941101","060372941101","20","7"
"G06003702941102","060372941102","14","5"
"G06003702941103","060372941103","26","8"
"G06003702941201","060372941201","27","8"
"G06003702941202","060372941202","26","8"
"G06003702942001","060372942001","19","6"
"G06003702942002","060372942002","22","7"
"G06003702942003","060372942003","21","7"
"G06003702943011","060372943011","22","7"
"G06003702943012","060372943012","19","6"
"G06003702943021","060372943021","24","7"
"G06003702943022","060372943022","24","7"
"G06003702944101","060372944101","31","8"
"G06003702944102","060372944102","32","8"
"G06003702944211","060372944211","29","8"
"G06003702944212","060372944212","27","8"
"G06003702944213","060372944213","23","7"
"G06003702945101","060372945101","18","6"
"G06003702945102","060372945102","20","7"
"G06003702945201","060372945201","19","6"
"G06003702945202","060372945202","18","6"
"G06003702946101","060372946101","16","6"
"G06003702946102","060372946102","23","7"
"G06003702946201","060372946201","36","9"
"G06003702946202","060372946202","14","5"
"G06003702946203","060372946203","29","8"
"G06003702947011","060372947011","22","7"
"G06003702947012","060372947012","22","7"
"G06003702947013","060372947013","23","7"
"G06003702948101","060372948101","25","8"
"G06003702948102","060372948102","21","7"
"G06003702948201","060372948201","29","8"
"G06003702948202","060372948202","39","9"
"G06003702948301","060372948301","26","8"
"G06003702948302","060372948302","31","8"
"G06003702949001","060372949001","27","8"
"G06003702949002","060372949002","28","8"
"G06003702951031","060372951031","8","3"
"G06003702951032","060372951032","10","4"
"G06003702951033","060372951033","11","4"
"G06003702962101","060372962101","21","7"
"G06003702962102","060372962102","17","6"
"G06003702962201","060372962201","32","8"
"G06003702962202","060372962202","32","8"
"G06003702962203","060372962203","32","8"
"G06003702963001","060372963001","8","3"
"G06003702963002","060372963002","7","3"
"G06003702963003","060372963003","20","7"
"G06003702964011","060372964011","15","6"
"G06003702964012","060372964012","8","3"
"G06003702964021","060372964021","10","4"
"G06003702964022","060372964022","10","4"
"G06003702964023","060372964023","10","4"
"G06003702965001","060372965001","31","8"
"G06003702965002","060372965002","18","6"
"G06003702965003","060372965003","20","7"
"G06003702966001","060372966001","15","6"
"G06003702966002","060372966002","15","6"
"G06003702966003","060372966003","15","6"
"G06003702966004","060372966004","15","6"
"G06003702969011","060372969011","13","5"
"G06003702969012","060372969012","13","5"
"G06003702969013","060372969013","13","5"
"G06003702969021","060372969021","14","5"
"G06003702969022","060372969022","13","5"
"G06003702969023","060372969023","14","5"
"G06003702970011","060372970011","6","3"
"G06003702970012","060372970012","4","2"
"G06003702970021","060372970021","6","3"
"G06003702970022","060372970022","8","3"
"G06003702970023","060372970023","5","3"
"G06003702971101","060372971101","14","5"
"G06003702971102","060372971102","20","7"
"G06003702971201","060372971201","13","5"
"G06003702971202","060372971202","13","5"
"G06003702972011","060372972011","13","5"
"G06003702972012","060372972012","24","7"
"G06003702972021","060372972021","9","4"
"G06003702972022","060372972022","10","4"
"G06003702972023","060372972023","10","4"
"G06003702973001","060372973001","5","3"
"G06003702973002","060372973002","6","3"
"G06003702974001","060372974001","6","3"
"G06003702974002","060372974002","7","3"
"G06003702974003","060372974003","7","3"
"G06003702975011","060372975011","4","2"
"G06003702975012","060372975012","5","3"
"G06003702975013","060372975013","7","3"
"G06003702975021","060372975021","12","5"
"G06003702975022","060372975022","16","6"
"G06003702976011","060372976011","9","4"
"G06003702976012","060372976012","9","4"
"G06003702976013","060372976013","9","4"
"G06003702976021","060372976021","11","4"
"G06003702976022","060372976022","10","4"
"G06003702976023","060372976023","11","4"
"G06003703001001","060373001001","3","2"
"G06003703001002","060373001002","3","2"
"G06003703001003","060373001003","2","1"
"G06003703001004","060373001004","4","2"
"G06003703002001","060373002001","4","2"
"G06003703002002","060373002002","4","2"
"G06003703002003","060373002003","5","3"
"G06003703002004","060373002004","5","3"
"G06003703002005","060373002005","6","3"
"G06003703003011","060373003011","5","3"
"G06003703003012","060373003012","6","3"
"G06003703003013","060373003013","5","3"
"G06003703003014","060373003014","4","2"
"G06003703003015","060373003015","7","3"
"G06003703003016","060373003016","5","3"
"G06003703004001","060373004001","11","4"
"G06003703004002","060373004002","8","3"
"G06003703004003","060373004003","7","3"
"G06003703004004","060373004004","7","3"
"G06003703004005","060373004005","7","3"
"G06003703004006","060373004006","8","3"
"G06003703005011","060373005011","7","3"
"G06003703005012","060373005012","8","3"
"G06003703005031","060373005031","9","4"
"G06003703005032","060373005032","8","3"
"G06003703005033","060373005033","10","4"
"G06003703006011","060373006011","19","6"
"G06003703006012","060373006012","11","4"
"G06003703006021","060373006021","4","2"
"G06003703006022","060373006022","5","3"
"G06003703006023","060373006023","4","2"
"G06003703007011","060373007011","2","1"
"G06003703007012","060373007012","2","1"
"G06003703007013","060373007013","2","1"
"G06003703007014","060373007014","4","2"
"G06003703007015","060373007015","2","1"
"G06003703007021","060373007021","2","1"
"G06003703007022","060373007022","2","1"
"G06003703008001","060373008001","5","3"
"G06003703008002","060373008002","6","3"
"G06003703008003","060373008003","4","2"
"G06003703008004","060373008004","4","2"
"G06003703008005","060373008005","4","2"
"G06003703009011","060373009011","2","1"
"G06003703009012","060373009012","3","2"
"G06003703009013","060373009013","2","1"
"G06003703009014","060373009014","2","1"
"G06003703009021","060373009021","2","1"
"G06003703009022","060373009022","3","2"
"G06003703010001","060373010001","5","3"
"G06003703010002","060373010002","2","1"
"G06003703010003","060373010003","7","3"
"G06003703010004","060373010004","8","3"
"G06003703011001","060373011001","3","2"
"G06003703011002","060373011002","3","2"
"G06003703011003","060373011003","5","3"
"G06003703011004","060373011004","4","2"
"G06003703011005","060373011005","15","6"
"G06003703011006","060373011006","18","6"
"G06003703012031","060373012031","11","4"
"G06003703012032","060373012032","15","6"
"G06003703012041","060373012041","13","5"
"G06003703012042","060373012042","14","5"
"G06003703012043","060373012043","15","6"
"G06003703012051","060373012051","4","2"
"G06003703012052","060373012052","5","3"
"G06003703012061","060373012061","16","6"
"G06003703012062","060373012062","8","3"
"G06003703012063","060373012063","6","3"
"G06003703012064","060373012064","7","3"
"G06003703013001","060373013001","3","2"
"G06003703013002","060373013002","2","1"
"G06003703014001","060373014001","3","2"
"G06003703014002","060373014002","4","2"
"G06003703014003","060373014003","3","2"
"G06003703014004","060373014004","3","2"
"G06003703015011","060373015011","4","2"
"G06003703015012","060373015012","5","3"
"G06003703015021","060373015021","16","6"
"G06003703015022","060373015022","16","6"
"G06003703015023","060373015023","16","6"
"G06003703015024","060373015024","16","6"
"G06003703016011","060373016011","10","4"
"G06003703016012","060373016012","10","4"
"G06003703016013","060373016013","10","4"
"G06003703016014","060373016014","10","4"
"G06003703016021","060373016021","7","3"
"G06003703016022","060373016022","12","5"
"G06003703016023","060373016023","8","3"
"G06003703017011","060373017011","9","4"
"G06003703017012","060373017012","9","4"
"G06003703017021","060373017021","8","3"
"G06003703017022","060373017022","15","6"
"G06003703017023","060373017023","14","5"
"G06003703017024","060373017024","28","8"
"G06003703018011","060373018011","17","6"
"G06003703018012","060373018012","17","6"
"G06003703018013","060373018013","17","6"
"G06003703018021","060373018021","14","5"
"G06003703018022","060373018022","17","6"
"G06003703019011","060373019011","17","6"
"G06003703019012","060373019012","13","5"
"G06003703019021","060373019021","17","6"
"G06003703019022","060373019022","9","4"
"G06003703020021","060373020021","16","6"
"G06003703020022","060373020022","14","5"
"G06003703020023","060373020023","15","6"
"G06003703020031","060373020031","16","6"
"G06003703020032","060373020032","18","6"
"G06003703020041","060373020041","17","6"
"G06003703020042","060373020042","22","7"
"G06003703021021","060373021021","7","3"
"G06003703021022","060373021022","7","3"
"G06003703021023","060373021023","7","3"
"G06003703021024","060373021024","7","3"
"G06003703021025","060373021025","7","3"
"G06003703021031","060373021031","9","4"
"G06003703021032","060373021032","11","4"
"G06003703021033","060373021033","9","4"
"G06003703021041","060373021041","9","4"
"G06003703021042","060373021042","9","4"
"G06003703021043","060373021043","9","4"
"G06003703022011","060373022011","15","6"
"G06003703022012","060373022012","15","6"
"G06003703022013","060373022013","16","6"
"G06003703022021","060373022021","16","6"
"G06003703022022","060373022022","17","6"
"G06003703022023","060373022023","17","6"
"G06003703023011","060373023011","15","6"
"G06003703023012","060373023012","19","6"
"G06003703023021","060373023021","11","4"
"G06003703023022","060373023022","11","4"
"G06003703023023","060373023023","12","5"
"G06003703023024","060373023024","9","4"
"G06003703024011","060373024011","17","6"
"G06003703024012","060373024012","21","7"
"G06003703024013","060373024013","18","6"
"G06003703024014","060373024014","20","7"
"G06003703024015","060373024015","23","7"
"G06003703025031","060373025031","12","5"
"G06003703025032","060373025032","12","5"
"G06003703025033","060373025033","12","5"
"G06003703025041","060373025041","22","7"
"G06003703025042","060373025042","23","7"
"G06003703025043","060373025043","23","7"
